ReadGroup	QualityScore	EventType	EmpiricalQuality	Observations	firstDerivative	SecondDerivative	F	hasConverged
HWI-ST558:341:C7R9TACXX_BAR8_less99	89	M	89	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_less99	90	M	90	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_less99	91	M	91	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_less99	92	M	92	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_less99	93	M	93	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_less99	94	M	94	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_less99	95	M	95	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_less99	96	M	96	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_less99	97	M	97	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_less99	98	M	98	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_less99	99	M	99	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_less99	100	M	100	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	0	M	0.457575	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	1	M	1	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	2	M	9.33939	4.67985	0	0	0.079165	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	3	M	3	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	4	M	4	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	5	M	5	3.57795	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	6	M	6	3.8537	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	7	M	6.51693	4.83784	0	0	0.15344	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	8	M	4.69403	4.88412	0	0	0.0685241	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	9	M	4.98939	4.70644	0	0	0.133983	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	10	M	3.07329	5.08553	0	0	0.13451	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	11	M	4.98899	4.59153	0	0	0.0751721	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	12	M	12	4.15981	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	13	M	11.1543	4.74632	0	0	0.136962	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	14	M	14	4.31167	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	15	M	10.8029	4.72076	0	0	0.163702	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	16	M	8.43003	5.25127	0	0	0.275269	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	17	M	11.8583	4.95004	0	0	0.320359	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	18	M	10.2011	5.36767	0	0	0.313711	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	19	M	15.0927	5.25817	0	0	0.13369	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	20	M	18.5555	5.14626	0	0	0.0817093	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	21	M	17.255	4.87592	0	0	0.118736	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	22	M	18.8777	5.21128	0	0	0.0674487	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	23	M	18.7461	5.3119	0	0	0.17281	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	24	M	18.4029	5.4731	0	0	0.0732803	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	25	M	20.1495	5.75081	0	0	0.261697	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	26	M	21.5452	5.8594	0	0	0.200442	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	27	M	20.7166	5.80525	0	0	0.122506	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	28	M	23.5252	5.77594	0	0	0.202973	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	29	M	23.1174	6.09139	0	0	0.091973	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	30	M	23.8983	6.22727	0	0	0.110487	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	31	M	25.1903	6.55568	0	0	0.0911329	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	32	M	25.37	6.4198	0	0	0.157473	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	33	M	24.0529	6.62879	0	0	0.12216	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	34	M	27.1661	7.25174	0	0	0.184245	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	35	M	24.274	7.63306	0	0	0.206041	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	36	M	27.676	7.36904	0	0	0.0711465	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	37	M	31.9209	7.60014	0	0	0.317604	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	38	M	31.7467	7.04894	0	0	0.132476	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	39	M	33.2909	7.64522	0	0	0.0899986	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	40	M	33.0626	7.51575	0	0	0.170719	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	41	M	34.162	8.21212	0	0	0.311461	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	42	M	42	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	43	M	43	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	44	M	44	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	45	M	45	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	46	M	46	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	47	M	47	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	48	M	48	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	49	M	49	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	50	M	50	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	51	M	51	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	52	M	52	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	53	M	53	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	54	M	54	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	55	M	55	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	56	M	56	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	57	M	57	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	58	M	58	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	59	M	59	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	60	M	60	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	61	M	61	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	62	M	62	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	63	M	63	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	64	M	64	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	65	M	65	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	66	M	66	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	67	M	67	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	68	M	68	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	69	M	69	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	70	M	70	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	71	M	71	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	72	M	72	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	73	M	73	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	74	M	74	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	75	M	75	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	76	M	76	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	77	M	77	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	78	M	78	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	79	M	79	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	80	M	80	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	81	M	81	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	82	M	82	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	83	M	83	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	84	M	84	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	85	M	85	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	86	M	86	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	87	M	87	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	88	M	88	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	89	M	89	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	90	M	90	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	91	M	91	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	92	M	92	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	93	M	93	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	94	M	94	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	95	M	95	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	96	M	96	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	97	M	97	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	98	M	98	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	99	M	99	-	0	0	0	1
HWI-ST558:341:C7R9TACXX_BAR8_plus100	100	M	100	-	0	0	0	1
